Conversation,SK,UserData,PK,CreatedAt,Feedback
,REGISTER#2025-08-19T15:17:14.784400,"{'nombre': 'Andrea', 'gerencia': 'Bogotá'}",USER#a6cc1597-df91-465f-a769-58a0b8f92fb8,2025-08-19T15:17:14.784400,
,REGISTER#2025-08-14T18:25:05.887146,"{'nombre': 'Luz marina corredor Quevedo', 'gerencia': 'Bogota'}",USER#7cc36c71-5a33-4329-90db-073dab729183,2025-08-14T18:25:05.887146,
,REGISTER#2025-08-06T17:28:37.349115,"{'nombre': 'Juan Fernando', 'gerencia': 'Bogotá'}",USER#8b9b1187-d656-448f-b3b6-76387bddded8,2025-08-06T17:28:37.349115,
,REGISTER#2025-08-12T14:34:35.048115,"{'nombre': 'Diego', 'gerencia': 'Medellín'}",USER#e7494ee5-2db1-4609-80d3-e710ce6dfd8f,2025-08-12T14:34:35.048115,
"[{'from': 'bot', 'text': 'La afirmación que usted hace no es completamente precisa. Voy a explicarle la relación entre la incorporación de construcción y la revisión del avalúo catastral:\n\nLa incorporación de construcción es un trámite específico que se realiza cuando se ha construido o modificado una edificación en un predio. Este trámite no implica automáticamente una revisión del avalúo catastral del inmueble   .\n\nSin embargo, es importante notar que la incorporación de una construcción sí puede afectar el valor catastral del predio, ya que se está añadiendo o modificando una estructura en el inmueble. Esto podría llevar a un cambio en el avalúo catastral, pero no es un proceso automático que ocurra con el trámite de incorporación.\n\nSi usted considera que el valor del avalúo catastral no se ajusta a las características y condiciones actuales del predio después de la incorporación de la construcción, puede solicitar una revisión del avalúo catastral. Este es un trámite separado que se realiza cuando el propietario o poseedor considera que el valor del avalúo catastral no refleja adecuadamente las características y condiciones del predio y/o de la mejora <a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=124121"" target=""_blank"" rel=""noopener"">[3]</a><a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=124121"" target=""_blank"" rel=""noopener"">[4]</a>.\n\nLa revisión de avalúo es un trámite que se rige por los artículos 134 y 135 de la Resolución n.° 070 de 2011, el Artículo 17 de la Resolución n.°1055 de 2012, y el artículo 4.° de la Ley 1995 de 2019 <a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=124121"" target=""_blank"" rel=""noopener"">[3]</a><a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=124121"" target=""_blank"" rel=""noopener"">[4]</a>.\n\nEn resumen, la incorporación de construcción y la revisión del avalúo catastral son trámites distintos. La incorporación de construcción no implica automáticamente una revisión del avalúo, pero si usted considera que el nuevo avalúo no refleja adecuadamente las características actuales del predio después de la incorporación, puede solicitar una revisión del avalúo catastral como un trámite separado.', 'timestamp': '2025-08-06T13:00:49Z'}]",CONVERSATION#2025-08-06T18:00:50.167723,"{'nombre': 'Margarita Llorente', 'ciudad': 'Bogota'}",USER#4c1f0041-ebfd-4aae-b2d4-182ec2ad6f80,2025-08-06T18:00:50.167723,
"[{'from': 'bot', 'text': 'La Unidad Administrativa Especial de Catastro Distrital (UAECD) puede llevar a cabo una revisión de oficio del valor catastral de un predio en varias situaciones. Según la información disponible, las circunstancias en las que es procedente realizar una revisión de oficio son:\n\n1. En cualquier momento: De acuerdo con la normativa más reciente, la UAECD puede iniciar una revisión del avalúo catastral de oficio en cualquier momento. Esto se establece en el artículo 4.7.4 de la Resolución 1040 de 2023, modificado por el artículo 24 de la Resolución 746 de 2024   .\n\n2. Después de procesos catastrales: La revisión de oficio puede realizarse después de cualquier proceso catastral que haya determinado o modificado el avalúo del predio   .\n\n3. Cuando se detecten inconsistencias: Si la UAECD identifica discrepancias entre el avalúo catastral y las características reales del predio, puede iniciar una revisión de oficio  .\n\n4. Actualización de información: Cuando la entidad obtiene nueva información que pueda afectar el valor catastral del predio, como cambios en el uso del suelo, mejoras en la infraestructura circundante, o modificaciones en las condiciones del mercado inmobiliario local   .\n\n5. Errores en la inscripción catastral: Si se detectan errores en la inscripción catastral que no corresponden con la realidad del predio, la UAECD puede iniciar una revisión de oficio para rectificar estos errores <a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=134058"" target=""_blank"" rel=""noopener"">[3]</a>.\n\n6. Cambios en la precisión de la georreferenciación: Cuando existen cambios que mejoran la precisión de la georreferenciación del predio, las construcciones o edificaciones, especialmente si están respaldados por un levantamiento topográfico <a href=""https://www.alcaldiabogota.gov.co/sisjur/normas/Norma1.jsp?i=134058"" target=""_blank"" rel=""noopener"">[3]</a>.\n\nEs importante destacar que estas revisiones de oficio se realizan como parte de las funciones de la UAECD para mantener actualizada y precisa la información catastral. El resultado de estas revisiones se comunica mediante un acto administrativo motivado, que puede confirmar o modificar el avalúo catastral existente   .', 'timestamp': '2025-08-06T13:03:07Z'}]",CONVERSATION#2025-08-06T18:03:07.729940,"{'nombre': 'Margarita Llorente', 'ciudad': 'Bogota'}",USER#4c1f0041-ebfd-4aae-b2d4-182ec2ad6f80,2025-08-06T18:03:07.729940,
,REGISTER#2025-08-06T17:59:38.007961,"{'nombre': 'Margarita Llorente', 'gerencia': 'Bogota'}",USER#4c1f0041-ebfd-4aae-b2d4-182ec2ad6f80,2025-08-06T17:59:38.007961,
"[{'from': 'user', 'text': 'Humano', 'timestamp': '2025-08-23T11:13:43Z'}, {'from': 'bot', 'text': 'Hola, soy CatIA, el asistente virtual de Catastro Bogotá. Estoy aquí para ayudarte con información general sobre la Unidad Administrativa Especial de Catastro Distrital (UAECD). ¿En qué puedo asistirte hoy relacionado con los servicios o información de Catastro Bogotá?', 'timestamp': '2025-08-23T11:13:43Z'}]",CONVERSATION#2025-08-23T16:13:43.530628,"{'nombre': 'katerin Rincon', 'ciudad': 'Bogota'}",USER#2bd4a332-3e84-4858-931d-5237226b2af6,2025-08-23T16:13:43.530628,
"[{'from': 'user', 'text': 'quiero hablar con un humano', 'timestamp': '2025-08-23T11:14:24Z'}, {'from': 'bot', 'text': 'Entiendo que deseas hablar con una persona. Aunque yo soy un asistente virtual, puedo proporcionarte información sobre los canales de atención donde podrás comunicarte directamente con personal de Catastro Distrital:\n\n1. Canal telefónico: Puedes llamar a la línea (601) 2347600 <a href=""https://www.catastrobogota.gov.co/"" target=""_blank"" rel=""noopener"">[14]</a>.\n\n2. Puntos de atención presencial: Catastro Distrital cuenta con varios SuperCADE donde puedes recibir atención presencial. Por ejemplo:\n\n   - SuperCADE Bosa: Ubicado en la Avenida Calle 57R Sur #72D-12. Atiende de lunes a viernes de 7:00 am a 1:00 pm y de 2:00 pm a 4:30 pm <a href=""https://www.catastrobogota.gov.co/"" target=""_blank"" rel=""noopener"">[14]</a>.\n\n   - SuperCADE Manitas: Ubicado en la Carrera 18L #70B-50 Sur. También atiende de lunes a viernes de 7:00 am a 1:00 pm y de 2:00 pm a 4:30 pm <a href=""https://www.catastrobogota.gov.co/"" target=""_blank"" rel=""noopener"">[14]</a>.\n\n3. Agendamiento de citas: Para una atención más personalizada, puedes agendar una cita a través del enlace https://www.catastrobogota.gov.co/agenda-a-un-clic <a href=""https://www.catastrobogota.gov.co/"" target=""_blank"" rel=""noopener"">[14]</a>.\n\nEstos canales te permitirán comunicarte directamente con personal de Catastro Distrital para resolver tus inquietudes o realizar trámites específicos. ¿Hay algún tema en particular sobre el que necesites orientación antes de contactar con ellos?', 'timestamp': '2025-08-23T11:14:24Z'}]",CONVERSATION#2025-08-23T16:14:25.462990,"{'nombre': 'katerin Rincon', 'ciudad': 'Bogota'}",USER#2bd4a332-3e84-4858-931d-5237226b2af6,2025-08-23T16:14:25.462990,
,REGISTER#2025-08-23T16:13:10.742297,"{'nombre': 'katerin Rincon', 'gerencia': 'Bogota'}",USER#2bd4a332-3e84-4858-931d-5237226b2af6,2025-08-23T16:13:10.742297,
"[{'from': 'user', 'text': 'NO APARECE LOS NOMBRES DE LOS DUEÑOS EN EL PREDIAL', 'timestamp': '2025-08-15T17:32:44Z'}, {'from': 'bot', 'text': 'Entiendo su preocupación. Si los nombres de los propietarios no aparecen en el recibo predial, esto puede deberse a que la información catastral no está actualizada. Para solucionar este problema, le recomiendo realizar el trámite de ""Cambio de nombre del propietario de un predio"" en Catastro Bogotá. Este trámite permite actualizar el nombre y documento de identidad del propietario o poseedor de un inmueble en las bases catastrales <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/rectificaciones-de-la-informacion-catastral"" target=""_blank"" rel=""noopener"">[3]</a>.\n\nPara realizar este trámite, siga estos pasos:\n\n1. Ingrese a la plataforma de Catastro en Línea (https://catastroenlinea.catastrobogota.gov.co/cel) con su usuario.\n\n2. El sistema le enviará una clave segura a su correo electrónico para iniciar el trámite.\n\n3. En el menú del lado izquierdo, haga clic en ""Cambio de nombre del propietario de un predio"".\n\n4. Busque el predio de interés utilizando el CHIP (Código Homologado de Identificación Predial) o la matrícula inmobiliaria.\n\n5. El sistema realizará el cambio de nombre y mostrará un mensaje de ""Cambio de nombre exitoso"".\n\n6. Después de esto, podrá generar una nueva certificación catastral con la información actualizada <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/rectificaciones-de-la-informacion-catastral"" target=""_blank"" rel=""noopener"">[3]</a>.\n\nSi por alguna razón el trámite no se puede efectuar en línea, el sistema le informará y le dará orientaciones adicionales.\n\nEste trámite es gratuito y se realiza de forma inmediata a través de la plataforma en línea. Sin embargo, si necesita hacerlo de manera presencial, puede acudir a un punto de atención de Catastro Bogotá con los documentos que acrediten la propiedad del inmueble <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/rectificaciones-de-la-informacion-catastral"" target=""_blank"" rel=""noopener"">[3]</a>.\n\nPara obtener más información sobre este y otros trámites catastrales, le recomiendo visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co', 'timestamp': '2025-08-15T17:32:44Z'}]",CONVERSATION#2025-08-15T22:32:44.684878,"{'nombre': 'FABIOLA ESPITIA', 'ciudad': 'BOGOTA'}",USER#b514f03d-8ee0-4552-b6df-5f05589964f8,2025-08-15T22:32:44.684878,
"[{'from': 'user', 'text': 'SE NECESITA CITA PARA REALIZAR TRAMITE PRESENCIAL DE CAMBIO DE NOMBRE', 'timestamp': '2025-08-15T17:35:24Z'}, {'from': 'bot', 'text': 'Sí, para realizar el trámite presencial de cambio de nombre del propietario en Catastro Bogotá, se requiere agendar una cita previa. Esto se hace para garantizar una atención más eficiente y reducir los tiempos de espera. Aquí te explico el proceso:\n\n1. Agendamiento de cita:\n   Para ser atendido de forma presencial en los diferentes SuperCADE donde hace presencia la Unidad Administrativa Especial de Catastro Distrital, debes solicitar una cita. Puedes hacerlo ingresando a la siguiente dirección web:\n   https://www.catastrobogota.gov.co/agenda/inicio-agenda <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificado-de-inscripcion-en-el-censo-catastral-bogota-dc"" target=""_blank"" rel=""noopener"">[6]</a>\n\n2. Trámite presencial:\n   Una vez que tengas tu cita agendada, deberás acudir al punto de atención seleccionado en la fecha y hora asignadas. El trámite de cambio de propietario o poseedor de un bien inmueble es semipresencial, lo que significa que parte del proceso se puede realizar en línea y otra parte de manera presencial  .\n\n3. Duración del trámite:\n   El tiempo estimado para completar este trámite es de 30 días hábiles  .\n\n4. Costo:\n   Este trámite no genera ningún costo para el ciudadano  .\n\n5. Documentos requeridos:\n   Aunque la información específica sobre los documentos no se menciona en los resultados de búsqueda, generalmente para este tipo de trámites se requieren documentos que acrediten la propiedad o posesión del inmueble, como escrituras públicas, certificados de tradición y libertad, entre otros. Te recomiendo tener estos documentos a mano cuando vayas a tu cita.\n\nRecuerda que también puedes realizar este trámite en línea a través de la plataforma de Catastro en Línea, como se mencionó en la respuesta anterior. Si prefieres la opción presencial, asegúrate de agendar tu cita con anticipación para evitar inconvenientes.\n\nPara obtener información más detallada sobre los requisitos específicos y el proceso, te sugiero visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co o contactar directamente con la entidad para confirmar los documentos necesarios para tu caso particular.', 'timestamp': '2025-08-15T17:35:24Z'}]",CONVERSATION#2025-08-15T22:35:24.758800,"{'nombre': 'FABIOLA ESPITIA', 'ciudad': 'BOGOTA'}",USER#b514f03d-8ee0-4552-b6df-5f05589964f8,2025-08-15T22:35:24.758800,
,REGISTER#2025-08-15T22:31:46.936095,"{'nombre': 'FABIOLA ESPITIA', 'gerencia': 'BOGOTA'}",USER#b514f03d-8ee0-4552-b6df-5f05589964f8,2025-08-15T22:31:46.936095,
"[{'from': 'bot', 'text': 'Buenas tardes. Soy CatIA, asistente virtual del Catastro Distrital de Bogotá. ¿En qué puedo ayudarte hoy con respecto a trámites o servicios catastrales?', 'timestamp': '2025-08-09T13:25:47Z'}]",CONVERSATION#2025-08-09T18:25:48.243502,"{'nombre': 'Angélica María López Peña', 'ciudad': 'Bogotá'}",USER#9bde5d2f-1d91-4279-8f32-16d3d9fbff59,2025-08-09T18:25:48.243502,
"[{'from': 'bot', 'text': 'Entiendo que estás teniendo dificultades para descargar el certificado catastral. Te puedo ayudar con eso. El certificado catastral se puede obtener de forma gratuita si eres el propietario inscrito en la base de datos catastral. Hay dos formas principales de obtenerlo:\n\n1. Virtual: \nPuedes acceder a través de Catastro en Línea en la siguiente dirección: https://catastroenlinea.catastrobogota.gov.co/cel/#/process <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[2]</a>\n\n2. Presencial:\nSi prefieres obtenerlo en persona, puedes solicitarlo en cualquiera de los 6 puntos SuperCADE donde Catastro Distrital tiene presencia. Sin embargo, es necesario agendar una cita previamente en: https://www.catastrobogota.gov.co/agenda/inicio-agenda <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[2]</a>\n\nSi no eres el propietario, puedes adquirir el certificado catastral para terceros de dos maneras:\n\n1. En línea: A través de la tienda virtual https://catastroenlinea.catastrobogota.gov.co/tienda-virtual/ <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[2]</a> \n\n2. Presencial: Directamente en la Tienda Catastral ubicada en el SuperCade CAD <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-catastral-registros-alfanumericos-certificados-catastrales-para"" target=""_blank"" rel=""noopener"">[2]</a>\n\nPara obtener el certificado en línea, sigue estos pasos:\n\n1. Regístrate en la plataforma de compra.\n2. Selecciona el producto ""Certificación catastral registros alfanuméricos"".\n3. Ingresa los identificadores del predio (CHIP, Matrícula inmobiliaria o Dirección).\n4. Realiza el pago.\n5. Descarga tu producto.  \n\nSi continúas teniendo problemas para descargar el certificado, puedes escribir al correo electrónico tiendavirtualuaecd@catastrobogota.gov.co informando sobre el inconveniente que estás presentando  .\n\n¿Hay algo más en lo que pueda ayudarte con respecto a este trámite?', 'timestamp': '2025-08-09T13:26:24Z'}]",CONVERSATION#2025-08-09T18:26:25.528805,"{'nombre': 'Angélica María López Peña', 'ciudad': 'Bogotá'}",USER#9bde5d2f-1d91-4279-8f32-16d3d9fbff59,2025-08-09T18:26:25.528805,
,REGISTER#2025-08-09T18:25:31.524256,"{'nombre': 'Angélica María López Peña', 'gerencia': 'Bogotá'}",USER#9bde5d2f-1d91-4279-8f32-16d3d9fbff59,2025-08-09T18:25:31.524256,
,REGISTER#2025-08-13T23:09:17.936812,"{'nombre': 'angie gonzález', 'gerencia': 'bogota'}",USER#95e1b165-10a7-4bf3-b2ab-c4618a8ebc3a,2025-08-13T23:09:17.936812,
,REGISTER#2025-08-12T16:02:33.924445,"{'nombre': 'Johan', 'gerencia': 'Medellin'}",USER#13ba7dcb-bc33-419c-8697-0aac0ba6da59,2025-08-12T16:02:33.924445,
"[{'from': 'user', 'text': 'hola', 'timestamp': '2025-08-15T11:19:17Z'}, {'from': 'bot', 'text': 'Hola, bienvenido. Soy CatIA, el asistente virtual de Catastro Distrital de Bogotá. Estoy aquí para ayudarte con información general sobre la Unidad Administrativa Especial de Catastro Distrital (UAECD). ¿En qué puedo asistirte hoy? \n\nPor ejemplo, puedo brindarte información sobre:\n- Puntos de atención y horarios\n- Trámites y servicios catastrales\n- Información general sobre la entidad\n\n¿Hay algo específico que te gustaría saber?', 'timestamp': '2025-08-15T11:19:17Z'}]",CONVERSATION#2025-08-15T16:19:17.882388,"{'nombre': 'Juana Chicacausa', 'ciudad': 'bogota'}",USER#bb67d674-ff7f-4c94-bc4b-b02f7183907d,2025-08-15T16:19:17.882388,
"[{'from': 'user', 'text': 'no', 'timestamp': '2025-08-15T11:33:41Z'}, {'from': 'bot', 'text': 'Entiendo. Si en este momento no tienes una consulta específica, no hay problema. Estoy aquí para ayudarte cuando lo necesites con información sobre Catastro Distrital de Bogotá.\n\nSi en el futuro tienes alguna pregunta sobre los servicios de Catastro, puntos de atención, trámites o cualquier otra información relacionada con la Unidad Administrativa Especial de Catastro Distrital (UAECD), no dudes en volver a consultarme.\n\nRecuerda que puedo asistirte en temas como:\n- Ubicaciones y horarios de atención\n- Información general sobre la entidad\n- Orientación sobre trámites catastrales\n\n¿Hay algo más en lo que pueda ayudarte por ahora?', 'timestamp': '2025-08-15T11:33:41Z'}]",CONVERSATION#2025-08-15T16:33:42.391476,"{'nombre': 'Juana Chicacausa', 'ciudad': 'bogota'}",USER#bb67d674-ff7f-4c94-bc4b-b02f7183907d,2025-08-15T16:33:42.391476,
,REGISTER#2025-08-15T16:18:57.855879,"{'nombre': 'Juana Chicacausa', 'gerencia': 'bogota'}",USER#bb67d674-ff7f-4c94-bc4b-b02f7183907d,2025-08-15T16:18:57.855879,
"[{'from': 'user', 'text': 'puedo instalar una palca domiciliaria de tipo secundaria en mi casa', 'timestamp': '2025-08-15T11:40:10Z'}, {'from': 'bot', 'text': 'Lo siento, pero parece que hay un pequeño error en su pregunta. Asumo que se refiere a una ""placa domiciliaria"" en lugar de ""palca"". Basándome en esa suposición, puedo proporcionarle la siguiente información:\n\nDe acuerdo con la información disponible sobre nomenclatura en Bogotá, las placas domiciliarias secundarias tienen un propósito específico y se instalan bajo ciertas condiciones. \n\nUna placa domiciliaria secundaria se define como ""la nomenclatura domiciliaria asignada a los accesos localizados sobre la misma vía de la nomenclatura principal"" <a href=""https://www.catastrobogota.gov.co/glosario-catastral"" target=""_blank"" rel=""noopener"">[1]</a>. \n\nSin embargo, la instalación de placas domiciliarias no es un proceso que los ciudadanos puedan realizar por su cuenta. La materialización (instalación) de las placas domiciliarias es parte de un proceso oficial llevado a cabo por la Unidad Administrativa Especial de Catastro Distrital (UAECD) <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[6]</a>.\n\nEste proceso incluye:\n\n1. Visitas técnicas para identificar el número de accesos por predio.\n2. Asignación de nomenclatura domiciliaria.\n3. Materialización (instalación) de placas viales y domiciliarias <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[12]</a>.\n\nEs importante destacar que ""se materializa una placa por predio, sobre el acceso principal, siempre y cuando cambie la nomenclatura del predio"" <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[5]</a>. Esto sugiere que las placas secundarias se instalan solo en casos específicos y bajo la dirección de las autoridades competentes.\n\nSi usted considera que su propiedad requiere una placa domiciliaria secundaria, le recomiendo ponerse en contacto con la UAECD para obtener más información sobre el proceso adecuado y determinar si su caso cumple con los requisitos para la instalación de una placa secundaria.', 'timestamp': '2025-08-15T11:40:10Z'}]",CONVERSATION#2025-08-15T16:40:10.913601,"{'nombre': 'Daniel Alfonso Gonzalez Parra', 'ciudad': 'Bogota'}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:40:10.913601,
"[{'from': 'user', 'text': 'puedo instalar una placa domiciliaria de tipo secundaria en mi casa', 'timestamp': '2025-08-15T11:40:51Z'}, {'from': 'bot', 'text': 'Entiendo su interés en instalar una placa domiciliaria secundaria en su casa, pero debo informarle que este no es un proceso que pueda realizar por su cuenta. La instalación de placas domiciliarias, incluyendo las de tipo secundario, es un procedimiento oficial llevado a cabo por la Unidad Administrativa Especial de Catastro Distrital (UAECD) de Bogotá. Aquí le explico por qué:\n\n1. Definición: Una nomenclatura secundaria se define como ""la nomenclatura domiciliaria asignada a los accesos localizados sobre la misma vía de la nomenclatura principal"" <a href=""https://www.catastrobogota.gov.co/glosario-catastral"" target=""_blank"" rel=""noopener"">[4]</a>.\n\n2. Proceso oficial: La materialización (instalación) de placas domiciliarias es parte de un proceso controlado por la UAECD, que incluye visitas técnicas, asignación de nomenclatura y la instalación propiamente dicha <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[5]</a>.\n\n3. Criterios de instalación: ""Se materializa una placa por predio, sobre el acceso principal, siempre y cuando cambie la nomenclatura del predio"" <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[2]</a>. Esto sugiere que las placas secundarias se instalan solo en casos específicos y bajo criterios determinados por la autoridad catastral.\n\n4. Notificación a entidades: Después de la instalación, la UAECD notifica los cambios de nomenclatura a las empresas de servicios públicos y a las oficinas de Registro e Instrumentos Públicos <a href=""https://www.catastrobogota.gov.co/recurso/nomenclatura"" target=""_blank"" rel=""noopener"">[5]</a>. Esto asegura que la información esté actualizada en todas las instancias oficiales.\n\nEn lugar de intentar instalar una placa por su cuenta, le recomiendo que se ponga en contacto con la UAECD para consultar sobre su caso específico. Ellos podrán determinar si su propiedad requiere una placa secundaria y, de ser así, seguirán el procedimiento oficial para su instalación.', 'timestamp': '2025-08-15T11:40:51Z'}]",CONVERSATION#2025-08-15T16:40:52.034148,"{'nombre': 'Daniel Alfonso Gonzalez Parra', 'ciudad': 'Bogota'}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:40:52.034148,
"[{'from': 'user', 'text': 'si soy propietario del 33% de mi casa como puedo independizar mi predio de lo otros propietarios', 'timestamp': '2025-08-15T11:43:23Z'}, {'from': 'bot', 'text': 'Para independizar tu parte del predio (33%) de los otros propietarios, debes realizar un trámite conocido como ""desenglobe"" en Catastro Bogotá. Este proceso permite separar una parte de un predio de mayor extensión. Sin embargo, es importante tener en cuenta que este procedimiento tiene ciertos requisitos y pasos a seguir:\n\n1. Trámite de desenglobe: Este trámite se realiza para registrar las modificaciones que ocurren en los linderos de los predios por una acción de segregación (desenglobe), sin estar condicionado al cambio de propietario o poseedor <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/englobe-o-desenglobe-de-dos-o-mas-predios"" target=""_blank"" rel=""noopener"">[3]</a>.\n\n2. Requisitos previos:\n   - Debes contar con la aprobación de todos los propietarios del inmueble.\n   - Es necesario tener una escritura pública de división material del inmueble, realizada ante notario.\n   - Los linderos de tu parte (33%) deben estar claramente definidos.\n\n3. Procedimiento:\n   - Inicia el trámite de ""Englobe o desenglobe de dos o más predios"" en Catastro Bogotá <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/englobe-o-desenglobe-de-dos-o-mas-predios"" target=""_blank"" rel=""noopener"">[3]</a>.\n   - Este es un trámite semipresencial que no genera pago y tiene una duración aproximada de 30 días hábiles  .\n\n4. Documentación requerida:\n   - Identificación detallada del predio y sus colindantes.\n   - Descripción de linderos y área del predio y su relación con los colindantes.\n   - Acta de colindancia (en caso de haberse levantado).\n   - Estudio de títulos que abarque el predio y sus colindantes, si es necesario.\n   - Levantamiento topográfico del predio de acuerdo con las especificaciones técnicas establecidas.\n   - Copia simple de los títulos de dominio registrados que contienen la descripción y/o mención de los linderos y área del predio y sus colindantes <a href=""https://www.catastrobogota.gov.co/tramites-y-servicios/certificacion-de-cabida-y-linderos-para-proyectos-de-ley-de-infraestructura"" target=""_blank"" rel=""noopener"">[2]</a>.\n\n5. Presentación de la solicitud:\n   - Puedes iniciar el trámite a través de la plataforma de Catastro en Línea o acudiendo a un punto de atención de Catastro Bogotá.\n\nEs importante tener en cuenta que este proceso puede ser complejo y podría requerir asesoría legal, especialmente para la elaboración de la escritura pública de división material. Además, debes asegurarte de que la división sea legalmente posible según las normas urbanísticas vigentes en tu zona.\n\nPara obtener información más detallada sobre este trámite y comenzar el proceso, te recomiendo visitar la página oficial de Catastro Bogotá: www.catastrobogota.gov.co, donde encontrarás los formularios necesarios y podrás agendar una cita si requieres atención presencial.', 'timestamp': '2025-08-15T11:43:23Z'}]",CONVERSATION#2025-08-15T16:43:24.056110,"{'nombre': 'Daniel Alfonso Gonzalez Parra', 'ciudad': 'Bogota'}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:43:24.056110,
"[{'from': 'bot', 'text': 'Entiendo su interés en instalar una placa domiciliaria secundaria en su casa, pero debo informarle que este no es un proceso que pueda realizar por su cuenta.La instalación de placas domiciliarias, incluyendo las de tipo secundario, es un procedimiento oficial llevado a cabo por la Unidad Administrativa Especial de Catastro Distrital (UAECD) de Bogotá.Aquí le explico por qué:1. Definición: Una nomenclatura secundaria se define como &quot;la nomenclatura domiciliaria asignada a los accesos localizados sobre la misma vía de la nomenclatura principal&quot; [4].2. Proceso oficial: La materialización (instalación) de placas domiciliarias es parte de un proceso controlado por la UAECD, que incluye visitas técnicas, asignación de nomenclatura y la instalación propiamente dicha [5].3. Criterios de instalación: &quot;Se materializa una placa por predio, sobre el acceso principal, siempre y cuando cambie la nomenclatura del predio&quot; [2].Esto sugiere que las placas secundarias se instalan solo en casos específicos y bajo criterios determinados por la autoridad catastral.4. Notificación a entidades: Después de la instalación, la UAECD notifica los cambios de nomenclatura a las empresas de servicios públicos y a las oficinas de Registro e Instrumentos Públicos [5].Esto asegura que la información esté actualizada en todas las instancias oficiales.En lugar de intentar instalar una placa por su cuenta, le recomiendo que se ponga en contacto con la UAECD para consultar sobre su caso específico.Ellos podrán determinar si su propiedad requiere una placa secundaria y, de ser así, seguirán el procedimiento oficial para su instalación.', 'timestamp': '2025-08-15T11:44:10Z'}]",CONVERSATION#2025-08-15T16:44:11.134812,"{'nombre': '', 'ciudad': ''}",USER#842b8147-b712-4164-b8cb-9a95fdaa8090,2025-08-15T16:44:11.134812,
